_ID_;_NAME_;_MODEL_;_PRICE_;_DESCRIPTION_;_IMAGES_
2615;"Светодиодный светильник Feron AL780 5Вт 4000K белый";29483;182.0000;"<p><span style=""font-size: 13px; line-height: 20.8px;"">Светодиодный све</span><span style=""font-size: 13px; line-height: 20.8px;"">тильник Feron является&nbsp;аналогом светильников типа&nbsp;downlight</span><span style=""font-size: 13px; line-height: 20.8px;"">. Использование&nbsp;светодиодного све</span><span style=""font-size: 13px; line-height: 20.8px;"">тильника позволяет&nbsp;сэ</span><span style=""font-size: 13px; line-height: 20.8px;"">кономить&nbsp;90% электроэнергии, по сравнению&nbsp;со&nbsp;светильниками в&nbsp;которых&nbsp;используются лампы</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;накаливания,&nbsp;</span><span style=""font-size: 13px; line-height: 20.8px;"">более&nbsp;50%, по сравнению</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;с теми, в</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;которых</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;используются&nbsp;энергосберегающие&nbsp;лампы.&nbsp;Имеют&nbsp;значительный&nbsp;ресурс работи в 30 000 часов, благодаря использованию&nbsp;передовых&nbsp;технологий производства,&nbsp;современных&nbsp;материалов и&nbsp;комплектующих. Это экологичный светильник</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;-</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;в нем&nbsp;</span><span style=""font-size: 13px; line-height: 20.8px;"">отсутствуют инфракрасные&nbsp;и&nbsp;УФ излучения. Светильник включается мгновенно и&nbsp;обеспечивает&nbsp;равномерное, яркое, стабильное&nbsp;свечение&nbsp;без мерцаний&nbsp;и бликов. Это&nbsp;создает комфортные&nbsp;условия&nbsp;как&nbsp;для работы, так и&nbsp;для отдыха. Светильник очень&nbsp;простой в подключении и монтаже. Светодиодніе светильники</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;TM Feron - это&nbsp;современный&nbsp;надежный&nbsp;продукт высокого&nbsp;качества&nbsp;для освещения&nbsp;жилых,&nbsp;административно-офисных, торговых, общественных&nbsp;и др.помещений.</span></p>
<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/al780_elabel.jpg
2617;"Светодиодный светильник Feron AL780 7Вт 4000K белый";29487;194.0000;"<p><span style=""font-size: 13px; line-height: 20.8px;"">Светодиодный све</span><span style=""font-size: 13px; line-height: 20.8px;"">тильник Feron является&nbsp;аналогом светильников типа&nbsp;downlight</span><span style=""font-size: 13px; line-height: 20.8px;"">. Использование&nbsp;светодиодного све</span><span style=""font-size: 13px; line-height: 20.8px;"">тильника позволяет&nbsp;сэ</span><span style=""font-size: 13px; line-height: 20.8px;"">кономить&nbsp;90% электроэнергии, по сравнению&nbsp;со&nbsp;светильниками в&nbsp;которых&nbsp;используются лампы</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;накаливания,&nbsp;</span><span style=""font-size: 13px; line-height: 20.8px;"">более&nbsp;50%, по сравнению</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;с теми, в</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;которых</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;используются&nbsp;энергосберегающие&nbsp;лампы.&nbsp;Имеют&nbsp;значительный&nbsp;ресурс работи в 30 000 часов, благодаря использованию&nbsp;передовых&nbsp;технологий производства,&nbsp;современных&nbsp;материалов и&nbsp;комплектующих. Это экологичный светильник</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;-</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;в нем&nbsp;</span><span style=""font-size: 13px; line-height: 20.8px;"">отсутствуют инфракрасные&nbsp;и&nbsp;УФ излучения. Светильник включается мгновенно и&nbsp;обеспечивает&nbsp;равномерное, яркое, стабильное&nbsp;свечение&nbsp;без мерцаний&nbsp;и бликов. Это&nbsp;создает комфортные&nbsp;условия&nbsp;как&nbsp;для работы, так и&nbsp;для отдыха. Светильник очень&nbsp;простой в подключении и монтаже. Светодиодніе светильники</span><span style=""font-size: 13px; line-height: 20.8px;"">&nbsp;TM Feron - это&nbsp;современный&nbsp;надежный&nbsp;продукт высокого&nbsp;качества&nbsp;для освещения&nbsp;жилых,&nbsp;административно-офисных, торговых, общественных&nbsp;и др.помещений.</span></p>
<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/al780_elabel.jpg
2627;"Трансформатор электронный Feron LB009 100W IP20";21488;496.0000;"<h2>Электронный трансформатор LB009 100W IP20 для подключения светодиодных лент 12V</h2>

<p>Электронный трансформатор LB009 - это надежное и эффективное решение для питания светодиодных лент с напряжением 12V. Благодаря своей высокой мощности 100W он обеспечивает стабильную и бесперебойную работу светодиодов.</p>

<p>Этот трансформатор имеет класс защиты IP20, что означает его защищенность от пыли и других внешних воздействий, но не пригоден для использования во влажной среде. Это делает его идеальным вариантом для внутреннего освещения и аналогичных применений.</p>

<p>Трансформатор LB009 позволяет подключать светодиодные ленты с напряжением 12V, что делает его отличным выбором для освещения различных помещений: от дома и офиса до торговых заведений и выставочных пространств.</p>

<p>С надежным трансформатором LB009 ваше освещение будет работать эффективно и надежно в течение длительного времени, обеспечивая комфорт и безопасность в вашем помещении.</p>

<p><br></p><ul>
</ul>
";
2630;"Светильник для подсветки лестницы Feron JD12 2Вт 4000K серебряный";29559;345.0000;"<h2>Светильник для подсветки лестницы Feron JD12 2Вт 4000K серебряный</h2>
<p>Встраиваемый светильник Feron JD12 в серебристом цвете предназначен для подсветки лестниц и создания внутренней архитектурной подсветки. Благодаря своему стильному дизайну и компактным размерам, этот светильник является идеальным решением для освещения коридоров, лестничных маршей, ниш, а также других элементов интерьера.</p>
<p>Светильник обеспечивает равномерное мягкое свечение, что добавляет атмосферности и функциональности любому пространству. Использование встраиваемых светильников позволяет эффективно распределять свет, подчеркивая архитектурные особенности помещения.</p>
<h3>Особенности светильника Feron JD12</h3>
<ul>
<li><strong>Современный дизайн:</strong> Серебристый корпус выглядит стильно и элегантно, гармонично сочетаясь с любым интерьером.</li>
<li><strong>Энергоэффективность:</strong> Использование светодиодов позволяет существенно экономить электроэнергию.</li>
<li><strong>Долговечность:</strong> Высококачественные материалы обеспечивают длительный срок эксплуатации.</li>
<li><strong>Простой монтаж:</strong> Легко устанавливается в любых стенах или полах, что делает его универсальным выбором для различных помещений.</li>
</ul>
<p>Встраиваемый светильник <strong>Feron JD12</strong> — это сочетание функциональности, стиля и надежности для создания уютной и эстетичной подсветки в вашем интерьере.</p>
";catalog/products/29559/jd12_scheme.jpg,catalog/jd12_elabel.jpg
2631;"Светодиодный трековый светильник Feron AL100 8Вт 4000K белый";29508;250.0000;"<h2>Трековый светильник Feron AL100 8W 4000К IP40 белый</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL100</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/revslider_media_folder/al100_02.jpg,catalog/revslider_media_folder/al100_01.png,catalog/revslider_media_folder/al100_01.jpg,catalog/al100_elabel.jpg,catalog/revslider_media_folder/al100_02.png,catalog/revslider_media_folder/al100_white_8w.jpg,catalog/29509/al100_1.jpg,catalog/29509/al100_2.jpg,catalog/29509/al100_3.jpg,catalog/29509/al100_4.jpg,catalog/29509/al100_5.jpg,catalog/29509/al100_6.jpg
2632;"Светодиодный трековый светильник Feron AL100 8Вт 4000K черный";29614;250.0000;"<h2>Трековый светильник Feron AL100 8W 4000К IP40 черный</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL100</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/revslider_media_folder/al100_02.png,catalog/revslider_media_folder/al100_02.jpg,catalog/al100_elabel.jpg,catalog/revslider_media_folder/al100_01.png,catalog/revslider_media_folder/al100_01.jpg,catalog/28615/al100_7.jpg,catalog/28615/al100_8.jpg,catalog/28615/al100_9.jpg,catalog/28615/al100_10.jpg,catalog/28615/al100_11.jpg,catalog/28615/al100_12.jpg
2633;"Светодиодный трековый светильник Feron AL100 12Вт 4000K белый";29509;450.0000;"<h2>Трековый светильник Feron AL100 12W 4000К IP40 белый</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL100</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/revslider_media_folder/al100_02.png,catalog/revslider_media_folder/al100_01.png,catalog/revslider_media_folder/al100_01.jpg,catalog/al100_elabel.jpg,catalog/revslider_media_folder/al100_02.jpg,catalog/revslider_media_folder/al100_white_12w.jpg,catalog/29509/al100_1.jpg,catalog/29509/al100_2.jpg,catalog/29509/al100_3.jpg,catalog/29509/al100_4.jpg,catalog/29509/al100_5.jpg,catalog/29509/al100_6.jpg
2634;"Светодиодный трековый светильник Feron AL100 12Вт 4000K черный";29615;450.0000;"<h2>Трековый светильник Feron AL100 12W 4000К IP40 черный</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL100</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/revslider_media_folder/al100_black_12w.jpg,catalog/revslider_media_folder/al100_02.jpg,catalog/revslider_media_folder/al100_02.png,catalog/al100_elabel.jpg,catalog/revslider_media_folder/al100_01.jpg,catalog/revslider_media_folder/al100_01.png,catalog/28615/al100_7.jpg,catalog/28615/al100_8.jpg,catalog/28615/al100_9.jpg,catalog/28615/al100_10.jpg,catalog/28615/al100_11.jpg,catalog/28615/al100_12.jpg
2635;"Светодиодный трековый светильник Feron AL102 12Вт 4000K белый";29513;500.0000;"<h2>Трековый светильник Feron AL102 12W 4000К IP40 белый</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL102</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/revslider_media_folder/al102_010.png,catalog/revslider_media_folder/al102_white_12w.jpg,catalog/al102_elabel.jpg,catalog/revslider_media_folder/al102_020.png,catalog/revslider_media_folder/al102_01.jpg,catalog/revslider_media_folder/al102_02.jpg,catalog/01704/al102_3.jpg,catalog/01704/al102_1.jpg,catalog/01704/al102_2.jpg,catalog/01704/al102_4.jpg,catalog/01704/al102_5.jpg
2636;"Светодиодный трековый светильник Feron AL102 12Вт 4000K черный";29616;500.0000;"<h2>Трековый светильник Feron AL102 12W 4000К IP40 черный</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL102</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/revslider_media_folder/al102_02.jpg,catalog/revslider_media_folder/al102_black_12w.jpg,catalog/revslider_media_folder/al102_01.jpg,catalog/al102_elabel.jpg,catalog/revslider_media_folder/al102_010.png,catalog/revslider_media_folder/al102_020.png,catalog/01705/al102_6.jpg,catalog/01705/al102_7.jpg,catalog/01705/al102_8.jpg,catalog/01705/al102_9.jpg,catalog/01705/al102_10.jpg,catalog/01705/al102_11.jpg
2637;"Светодиодный трековый светильник Feron AL103 20Вт 4000K белый";29514;620.0000;"<h2>Трековый светильник Feron AL103 20W 4000К IP40 белый</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL103</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/revslider_media_folder/al103_black.png,catalog/etical103.jpg,catalog/revslider_media_folder/al103_white.png,catalog/29514/29514_al103_20w_scheme-min.jpg,catalog/revslider_media_folder/al103_white_20w.jpg,catalog/29514/al103_1.jpg,catalog/29514/al103_2.jpg,catalog/29514/al103_3.jpg,catalog/29514/al103_4.jpg,catalog/29514/al103_5.jpg,catalog/29514/al103_6.jpg
2639;"Светодиодный трековый светильник Feron AL103 20Вт 4000K черный";29617;620.0000;"<h2>Трековый светильник Feron AL103 20W 4000К IP40 черный</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL103</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/etical103.jpg,catalog/revslider_media_folder/al103_black.png,catalog/29617/29617_al103_20w_scheme-min.jpg,catalog/revslider_media_folder/al103_white.png,catalog/revslider_media_folder/al103_black_20w.jpg,catalog/29617/al103_7.jpg,catalog/29617/al103_8.jpg,catalog/29617/al103_9.jpg,catalog/29617/al103_10.jpg,catalog/29617/al103_11.jpg
2640;"Светодиодный трековый светильник Feron AL103 30Вт 4000K белый";29515;800.0000;"<h2>Трековый светильник Feron AL103 30W 4000К IP40 белый</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL103</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/etical103.jpg,catalog/29515/29515_al103_30w_scheme-min.jpg,catalog/revslider_media_folder/al103_white.png,catalog/revslider_media_folder/al103_black.png,catalog/29514/al103_1.jpg,catalog/29514/al103_2.jpg,catalog/29514/al103_3.jpg,catalog/29514/al103_4.jpg,catalog/29514/al103_5.jpg,catalog/29514/al103_6.jpg
2641;"Светодиодный трековый светильник Feron AL103 30Вт 4000K черный";29618;800.0000;"<h2>Трековый светильник Feron AL103 30W 4000К IP40 черный</h2>
<p>Однофазные трековые системы - очень популярное решение в сфере интерьерной подсветки торговых, жилых и других помещений. Это лучший вариант для создания акцентного освещения, они подчеркивают детали интерьера или могут превратить дом в настоящую арт-галерею.</p>
<p>Трековые светильники Feron® имеют угол рассеивания 35° и могут перемещаться по всей длине шинопровода, что позволяет использовать их как для акцентной подсветки, так и для основного освещения. У светильников удобно регулировать направление светового потока: на 360° по горизонтальной оси, на 90° по вертикальной оси. Прочный корпус из алюминия, качественные электронные компоненты и комплектующие обеспечивают длительный ресурс работы в 50000 часов.</p>
<h3>Основные характеристики светильника Feron AL103</h3>
<ul>
<li><strong>Корпус:</strong> Прочный алюминиевый корпус.</li>
<li><strong>Угол рассеивания:</strong> 35° для точного акцентного освещения.</li>
<li><strong>Регулировка направления:</strong> 360° по горизонтальной оси, 90° по вертикальной оси.</li>
<li><strong>Перемещение:</strong> Светильник может перемещаться по всей длине шинопровода.</li>
<li><strong>Ресурс работы:</strong> 50000 часов благодаря качественным электронным компонентам.</li>
</ul>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/etical103.jpg,catalog/29618/29618_al103_30w_scheme-min.jpg,catalog/revslider_media_folder/al103_black.png,catalog/revslider_media_folder/al103_white.png,catalog/revslider_media_folder/al103_black_30w.jpg,catalog/29617/al103_7.jpg,catalog/29617/al103_8.jpg,catalog/29617/al103_9.jpg,catalog/29617/al103_10.jpg,catalog/29617/al103_11.jpg
2643;"Шинопровод однофазный Feron CAB1000 1м белый";10313;174.0000;"<h2>Шинопровод однофазный Feron CAB1000 1м белый</h2>
<p>Однофазный шинопровод Feron CAB1000 длиной 1 метр – это надежное решение для организации освещения в различных помещениях. Этот шинопровод идеально подходит для создания гибких осветительных систем в жилых, коммерческих и административных пространствах.</p>
<h3>Особенности шинопровода Feron CAB1000</h3>
<p><strong>Высокое качество материалов.</strong> Корпус шинопровода изготовлен из прочного алюминия, что обеспечивает его долговечность и устойчивость к износу.</p>
<p><strong>Универсальность использования.</strong> Однофазный шинопровод подходит для монтажа различных типов светильников, позволяя создавать осветительные системы, которые соответствуют вашим потребностям.</p>
<p><strong>Простой монтаж.</strong> Благодаря продуманной конструкции шинопровод легко устанавливается и позволяет быстро менять расположение светильников.</p>
<p><strong>Эстетичный внешний вид.</strong> Белый цвет шинопровода легко интегрируется в любой интерьер, придавая ему современный вид.</p>
<p>Шинопровод Feron CAB1000 – это идеальное решение для тех, кто ценит качество, надежность и эстетику в организации освещения.</p>
";catalog/10313/cab1000.jpg
2644;"Шинопровод однофазный Feron CAB1000 1м черный";10317;174.0000;"<h2>Шинопровод однофазный Feron CAB1000 1м черный</h2>
<p>Однофазный шинопровод Feron CAB1000 длиной 1 метр – это надежное решение для организации освещения в различных помещениях. Этот шинопровод идеально подходит для создания гибких осветительных систем в жилых, коммерческих и административных пространствах.</p>
<h3>Особенности шинопровода Feron CAB1000</h3>
<p><strong>Высокое качество материалов.</strong> Корпус шинопровода изготовлен из прочного алюминия, что обеспечивает его долговечность и устойчивость к износу.</p>
<p><strong>Универсальность использования.</strong> Однофазный шинопровод подходит для монтажа различных типов светильников, позволяя создавать осветительные системы, которые соответствуют вашим потребностям.</p>
<p><strong>Простой монтаж.</strong> Благодаря продуманной конструкции шинопровод легко устанавливается и позволяет быстро менять расположение светильников.</p>
<p><strong>Эстетичный внешний вид.</strong>&nbsp;Черный цвет шинопровода легко интегрируется в любой интерьер, придавая ему современный вид.</p>
<p>Шинопровод Feron CAB1000 – это идеальное решение для тех, кто ценит качество, надежность и эстетику в организации освещения.</p>
";catalog/10313/cab1000.jpg
2645;"Шинопровод однофазный Feron CAB1000 2м белый";10318;347.0000;"<h2>Шинопровод однофазный Feron CAB1000 2м белый</h2>
<p>Однофазный шинопровод Feron CAB1000 длиной 2 метра – это надежное решение для организации освещения в различных помещениях. Этот шинопровод идеально подходит для создания гибких осветительных систем в жилых, коммерческих и административных пространствах.</p>
<h3>Особенности шинопровода Feron CAB1000</h3>
<p><strong>Высокое качество материалов.</strong> Корпус шинопровода изготовлен из прочного алюминия, что обеспечивает его долговечность и устойчивость к износу.</p>
<p><strong>Универсальность использования.</strong> Однофазный шинопровод подходит для монтажа различных типов светильников, позволяя создавать осветительные системы, которые соответствуют вашим потребностям.</p>
<p><strong>Простой монтаж.</strong> Благодаря продуманной конструкции шинопровод легко устанавливается и позволяет быстро менять расположение светильников.</p>
<p><strong>Эстетичный внешний вид.</strong> Белый цвет шинопровода легко интегрируется в любой интерьер, придавая ему современный вид.</p>
<p>Шинопровод Feron CAB1000 – это идеальное решение для тех, кто ценит качество, надежность и эстетику в организации освещения.</p>
";catalog/10313/cab1000.jpg
